id,text,skills,categories,source,anchor_skill,anchor_category
sample-00897,"This Data Engineer position focuses on building high-impact data products. You must have experience with Redis, MySQL, power bi, and Terraform. Required skills include power bi, Terraform, and .net c#. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: golang and deep learning.",C#|Deep Learning|Go|MySQL|Power BI|Redis|Terraform,Cloud/DevOps|Data/AI|Database|Programming Language,synthetic,Redis,Database
sample-00061,"The Backend Engineer will help modernize our platform and delivery process. The role needs hands-on knowledge of js, communication, Bash, and mysql. Required skills include Bash, mysql, and PyTorch. You will translate business requirements into deployable technical solutions. Nice to have: PostgreSQL and Linux.",Bash|Communication|JavaScript|Linux|MySQL|PostgreSQL|PyTorch,Database|Framework/Library|Programming Language|Soft Skill|Tooling,synthetic,JavaScript,Programming Language
sample-01794,"We are hiring a Backend Engineer to build reliable production systems. Strong experience with mentor, selenium, and Python is expected. Strong experience with Python and TypeScript is expected. You will work on automation, monitoring, and measurable business outcomes. Nice to have: stakeholder management and elastic search.",Elasticsearch|Mentoring|Python|Selenium|Stakeholder Management|TypeScript,Database|Programming Language|Soft Skill|Testing/Quality,synthetic,Mentoring,Soft Skill
sample-00858,We are hiring a Data Engineer to build reliable production systems. Required skills include mysql and Azure. The role needs hands-on knowledge of Azure and TypeScript. You will translate business requirements into deployable technical solutions. Nice to have: JavaScript.,Azure|JavaScript|MySQL|TypeScript,Cloud/DevOps|Database|Programming Language,synthetic,MySQL,Database
sample-00030,"This Database Engineer position focuses on building high-impact data products. The role needs hands-on knowledge of Java, tdd, postgresql, and GitLab CI/CD. The role needs hands-on knowledge of postgresql, GitLab CI/CD, and mongo. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: collaboration and Scrum.",Collaboration|GitLab CI/CD|Java|MongoDB|PostgreSQL|Scrum|TDD,Cloud/DevOps|Database|Process|Programming Language|Soft Skill|Testing/Quality,synthetic,Java,Programming Language
sample-01582,We are hiring a Developer Tools Engineer to build reliable production systems. The role needs hands-on knowledge of shell scripting and mongo. The role needs hands-on knowledge of mongo and csharp. You will translate business requirements into deployable technical solutions. Preferred experience includes torch and fastapi.,Bash|C#|FastAPI|MongoDB|PyTorch,Database|Framework/Library|Programming Language|Tooling,synthetic,Bash,Tooling
sample-00979,"Our team needs a Analytics Engineer to scale critical business workflows. Required skills include BigQuery and Agile. Required skills include Agile and Unit Testing. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with power bi.",Agile|BigQuery|Power BI|Unit Testing,Data/AI|Database|Process|Testing/Quality,synthetic,BigQuery,Database
sample-00303,We are hiring a ML Engineer to build reliable production systems. Required skills include Angular and Docker. The role needs hands-on knowledge of Docker and mysql. You will translate business requirements into deployable technical solutions. Nice to have: go language and junit.,Angular|Docker|Go|JUnit|MySQL,Cloud/DevOps|Database|Framework/Library|Programming Language|Testing/Quality,synthetic,Angular,Framework/Library
sample-01301,"The Solutions Architect will help modernize our platform and delivery process. You must have experience with microservices, rust, and System Design. Strong experience with System Design and Problem Solving is expected. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes TypeScript.",Microservices|Problem Solving|Rust|System Design|TypeScript,Architecture|Programming Language|Soft Skill,synthetic,Microservices,Architecture
sample-00191,"Our team needs a Platform Engineer to scale critical business workflows. The role needs hands-on knowledge of Rust and prioritization. Required skills include prioritization and cpp. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes GCP and deep learning.",C++|Deep Learning|GCP|Rust|Time Management,Cloud/DevOps|Data/AI|Programming Language|Soft Skill,synthetic,Rust,Programming Language
sample-01223,"The Machine Learning Engineer will help modernize our platform and delivery process. Required skills include tableau and Docker. The role needs hands-on knowledge of Docker and Communication. You will work on automation, monitoring, and measurable business outcomes. Bonus points if you have worked with Agile.",Agile|Communication|Docker|Tableau,Cloud/DevOps|Data/AI|Process|Soft Skill,synthetic,Tableau,Data/AI
sample-01358,"Our team needs a Software Development Engineer in Test to scale critical business workflows. Required skills include Unit Testing, Linux, tdd, and amazon web services. The role needs hands-on knowledge of tdd, amazon web services, and ETL. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with Selenium and java.",AWS|ETL|Java|Linux|Selenium|TDD|Unit Testing,Cloud/DevOps|Data/AI|Programming Language|Testing/Quality|Tooling,synthetic,Unit Testing,Testing/Quality
sample-01623,"The DevOps Engineer will help modernize our platform and delivery process. Required skills include Scrum and amazon web services. Required skills include amazon web services and GCP. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: Django and microservices.",AWS|Django|GCP|Microservices|Scrum,Architecture|Cloud/DevOps|Framework/Library|Process,synthetic,Scrum,Process
sample-01468,"We are hiring a Engineering Manager to build reliable production systems. You must have experience with PyTest, c++, springboot, and Communication. The role needs hands-on knowledge of springboot, Communication, and stakeholders. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: System Design.",C++|Communication|PyTest|Spring Boot|Stakeholder Management|System Design,Architecture|Framework/Library|Programming Language|Soft Skill|Testing/Quality,synthetic,PyTest,Testing/Quality
sample-01129,"Our team needs a Machine Learning Engineer to scale critical business workflows. Strong experience with etl, spark, and cypress is expected. The role needs hands-on knowledge of cypress and tableau. You will translate business requirements into deployable technical solutions. Preferred experience includes PostgreSQL and scrum.",Cypress|ETL|PostgreSQL|Scrum|Spark|Tableau,Data/AI|Database|Process|Testing/Quality,synthetic,ETL,Data/AI
sample-00221,"We are hiring a Backend Engineer to build reliable production systems. Required skills include r language, vue, and aws. You must have experience with aws and C#. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes Machine Learning.",AWS|C#|Machine Learning|R|Vue.js,Cloud/DevOps|Data/AI|Framework/Library|Programming Language,synthetic,R,Programming Language
sample-00328,"We are hiring a ML Engineer to build reliable production systems. Required skills include vue, PyTorch, and R. Strong experience with R and BigQuery is expected. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: etl.",BigQuery|ETL|PyTorch|R|Vue.js,Data/AI|Database|Framework/Library|Programming Language,synthetic,Vue.js,Framework/Library
sample-00228,"This Software Engineer position focuses on building high-impact data products. The role needs hands-on knowledge of r language, Stakeholder Management, and PyTest. Required skills include PyTest and etl. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: selenium and express.js.",ETL|Express.js|PyTest|R|Selenium|Stakeholder Management,Data/AI|Framework/Library|Programming Language|Soft Skill|Testing/Quality,synthetic,R,Programming Language
